place,title,time,pay,date
충북 전체,[경력무관/주5일/월180] 폴더 청주NC점 STAFF 모집,10:00~19:00,"시급 8,590",4시간전
경기 안성시,미쏘 안성스타필드 직원 모집(주4일/주3일/주2일),13:10~22:10,"시급 8,590",4시간전
경기 용인시,SPA브랜드 MIXXO 용인역북점 [주2일/일6.5시간] 스텝 모집,15:00~22:00,"시급 8,590",5시간전
경기 평택시,[경력자우대/주5일/월200] 폴더 안성스타필드점 오픈멤버 모집,10:00~19:00,"시급 8,590",08/30
대전 중구,글로벌 SPA 브랜드 미쏘 대전중앙로역점 스텝 모집 [주3일/8시간],13:00~22:00,"시급 8,590",08/29
