place,title,time,pay,date
전남 여수시,여수 웅천 포레스트 눈높이공부방 원장님 모집,14:00~20:00,"월급 2,500,000",47분전
전남 여수시,대교 눈높이 선생님 구합니다,15:00~20:00,"월급 2,000,000",1시간전
전남 여수시,대교 눈높이 선생님 구합니다,15:00~20:00,"월급 2,000,000",1시간전
광주 전체,"눈높이 장덕동 공부방,교습소 선생님모집-학습지경력우대/600만원 회사물품지원",14:00~20:00,"월급 2,300,000",2시간전
